Tempo,Teste
19.014,A
20.779,A
19.868,A
20.134,A
18.902,A
19.823,A
20.88,A
20.072,A
20.241999999999997,A
20.296,A
18.976,A
20.183,A
17.834,A
20.326999999999998,A
19.534999999999997,A
20.233,A
20.866,A
18.768,A
21.026,A
19.398,A
19.811,A
20.089,A
20.802,A
20.404,A
20.086,A
20.992,A
21.342,A
19.534,A
18.771,A
20.329,A
19.49,A
18.76,A
20.000999999999998,A
19.164,A
19.512,A
19.512,A
20.188000000000002,A
20.494,A
19.582,A
19.219,A
18.597,A
20.628,A
18.721,A
18.967,A
19.041,A
20.706,A
19.798000000000002,A
18.974,A
17.897,A
20.287,A
18.549,A
18.151000000000003,A
21.810000000000002,A
20.179,A
21.419,A
19.924999999999997,A
21.692,A
20.781,A
18.004,A
19.529000000000003,A
20.002,A
18.968,A
19.4,A
19.275,A
20.869,A
19.895,A
18.987,A
20.413,A
19.031,A
19.816,A
19.573,A
21.136000000000003,A
18.298000000000002,A
20.641,A
19.393,A
19.78,A
20.555,A
19.814,A
19.535,A
19.589,A
20.028,A
19.375,A
19.766,A
18.925,A
20.529,A
18.479,A
19.55,A
19.407,A
20.872,A
20.054,A
21.733,A
19.878999999999998,A
19.945,A
20.416,A
19.871000000000002,A
20.511,A
21.305,A
18.838,A
21.568,A
21.296999999999997,A
18.721,A
20.477999999999998,A
19.765,A
19.889,A
19.367,A
21.453,A
19.391999999999996,A
19.445,A
19.745,A
18.802999999999997,A
19.834,A
20.271,A
19.308999999999997,A
19.538,A
20.965000000000003,A
20.086000000000002,A
19.772,A
20.097,A
19.739,A
19.733999999999998,A
19.34,A
19.835,A
20.904,A
20.359,A
21.826,A
19.134,A
21.159999999999997,A
20.729999999999997,A
20.11,A
19.77,A
18.905,A
19.184,A
18.675,A
20.934,A
19.308999999999997,A
19.473999999999997,A
19.576,A
21.035,A
21.145999999999997,A
18.712,A
17.837000000000003,A
20.48,A
20.844,A
20.578,A
20.063000000000002,A
20.03,A
20.487,A
18.046,A
20.235999999999997,A
19.764000000000003,A
20.688000000000002,A
18.975,A
20.299999999999997,A
17.701,A
18.974,A
20.383000000000003,A
18.914,A
18.685,A
20.398000000000003,A
20.275,A
18.715000000000003,A
20.194,A
19.781,A
19.861,A
20.284,A
19.319,A
20.424,A
19.820999999999998,A
19.802,A
22.142,A
20.836,A
18.805,A
19.054000000000002,A
19.272000000000002,A
20.951,A
20.922,A
19.439999999999998,A
18.627000000000002,A
21.366,A
21.097,A
20.823999999999998,A
20.72,A
19.807,A
18.967,A
19.104,A
20.215,A
19.765,A
18.992,A
19.668,A
19.359,A
22.105,A
19.479000000000003,A
20.814,A
18.217000000000002,A
19.194,A
20.019000000000002,A
19.507,A
19.892,A
20.698,A
20.719,A
20.039,A
19.298000000000002,A
18.275000000000002,A
19.06,A
21.365000000000002,A
19.622,A
18.778000000000002,A
20.166,A
21.003999999999998,A
18.727,A
18.202,A
19.637,A
19.465,A
20.866999999999997,A
20.49,A
19.991,A
19.813,A
20.068,A
20.529,A
18.091,A
21.091,A
20.017,A
21.231,A
20.93,A
19.872999999999998,A
19.037999999999997,A
19.676000000000002,A
19.494999999999997,A
18.037,A
18.86,A
18.587,A
21.251,A
19.096,A
18.689999999999998,A
18.283,A
20.838,A
20.003999999999998,A
21.354,A
19.355,A
20.092,A
20.575,A
22.127999999999997,A
20.385,A
20.311,A
19.178,A
20.522,A
19.389,A
19.686,A
18.69,A
18.521,A
20.256,A
18.165999999999997,A
20.363999999999997,A
19.647,A
20.857,A
22.33,A
18.786,A
19.098999999999997,A
20.45,A
20.93,A
22.119,A
20.424,A
20.365,A
18.961999999999996,A
19.706,A
21.156,A
19.4,A
19.735999999999997,A
20.788,A
22.218000000000004,A
18.337,A
19.037,A
19.921,A
19.101,A
20.76,A
21.967,A
20.4,A
20.701,A
20.285,A
20.657,A
21.085,A
21.405,A
19.89,A
19.331000000000003,A
20.522,A
19.176000000000002,A
20.651,A
20.11,A
21.464,A
19.923000000000002,A
20.474,A
20.301000000000002,A
22.569,A
19.612000000000002,A
19.794,A
20.298000000000002,A
17.412,A
21.614,A
19.0,A
19.847,A
20.108,A
19.364,A
20.889,A
18.77,A
20.207,A
21.407000000000004,A
19.616,A
21.305,A
21.373,A
19.467000000000002,A
21.829,A
20.278,A
19.383,A
18.853,A
20.626,A
20.238000000000003,A
19.692,A
19.855,A
19.081,A
21.318,A
20.714,A
20.531,A
19.479,A
21.226,A
21.079,A
18.754,A
20.425,A
20.11,A
19.823,A
18.855,A
19.471,A
20.582,A
18.737,A
19.932,A
19.876,A
19.449,A
19.274,A
21.887999999999998,A
20.049999999999997,A
19.761000000000003,A
21.305999999999997,A
19.838,A
19.905,A
21.144000000000002,A
20.005,A
20.18,A
19.667,A
21.441,A
21.078999999999997,A
21.09,A
19.875,A
22.049,A
21.238999999999997,A
19.793999999999997,A
20.515,A
18.672,A
21.113,A
21.78,A
19.47,A
20.91,A
21.823999999999998,A
19.997,A
19.219,A
20.543000000000003,A
19.5,A
19.0,A
20.616,A
19.927999999999997,A
19.799,A
20.938,A
19.971,A
20.520999999999997,A
20.023999999999997,A
20.294999999999998,A
20.32,A
19.582,A
20.104,A
20.041,A
19.411,A
18.740000000000002,A
19.469,A
20.969,A
17.953,A
19.654,A
18.022,A
20.083,A
20.813,A
20.448,A
19.503,A
21.362,A
20.571,A
22.389000000000003,A
18.362000000000002,A
19.357999999999997,A
21.061,A
19.596,A
21.709999999999997,A
18.595,A
19.1,A
20.727000000000004,A
20.945,A
20.209,A
18.482,A
18.332,A
19.833000000000002,A
20.909,A
20.662,A
19.811,A
20.14,A
20.678,A
24.005999999999997,A
19.609,A
18.4,A
19.549,A
18.189,A
20.226,A
20.336,A
21.07,A
18.721,A
21.232999999999997,A
20.122,A
20.592,A
20.155,A
20.39,A
18.548,A
19.766,A
19.716,A
19.067,A
20.654,A
18.805,A
20.686,A
21.256999999999998,A
20.397,A
20.942999999999998,A
18.732,A
20.602,A
19.936,A
21.735,A
20.677,A
21.070999999999998,A
20.46,A
19.634999999999998,A
20.703,A
20.651999999999997,A
19.517,A
20.405,A
20.459,A
19.486,A
20.889000000000003,A
20.664,A
19.999000000000002,A
20.28,A
21.826999999999998,A
20.017,A
19.298,A
20.069,A
20.53,A
20.287999999999997,A
20.11,A
18.43,A
20.064999999999998,A
20.264000000000003,A
18.898,A
19.358999999999998,A
19.635,A
20.463,A
20.253,A
21.243000000000002,A
20.607,A
19.085,A
20.036,A
18.59,A
19.189,A
19.766,A
20.380000000000003,A
20.71,A
20.997999999999998,A
18.756999999999998,A
22.017,A
19.753,A
19.125,A
22.293,A
18.043,A
19.448,A
21.178,A
19.669,A
19.509999999999998,A
18.597,A
18.474,A
18.903,A
19.395,A
20.515,A
19.436,A
19.299999999999997,A
20.346,A
19.884999999999998,A
19.259999999999998,A
18.645,A
19.990000000000002,A
20.649,A
21.35,A
21.111,A
20.534,A
18.550000000000004,A
18.788,A
18.467,A
20.337000000000003,A
20.337,A
20.707,A
19.943,A
20.26,A
19.265,A
21.016,A
20.409999999999997,A
21.098000000000003,A
18.526,A
19.942,A
20.924,A
19.041,A
19.162,A
20.787000000000003,A
19.264000000000003,A
19.833,A
18.773000000000003,A
20.338,A
19.532999999999998,A
21.428,A
20.212,A
20.074,A
20.866000000000003,A
20.277,A
20.778000000000002,A
20.228,A
18.288,A
18.958,A
21.553,A
17.057,A
17.055,A
21.598,A
20.101999999999997,A
19.747,A
21.110999999999997,A
19.472,A
19.379,A
20.193,A
18.05,A
21.152,A
19.173000000000002,A
21.272,A
20.730999999999998,A
20.765,A
20.415,A
19.86,A
20.335,A
20.293,A
20.956,A
20.312,A
19.78,A
20.486,A
20.176000000000002,A
18.777,A
19.703000000000003,A
19.584,A
20.345,A
21.157999999999998,A
19.762,A
19.483,A
19.137999999999998,A
20.294,A
21.124,A
19.901,A
20.441,A
20.070999999999998,A
20.355,A
20.353,A
20.625999999999998,A
21.19,A
19.899,A
19.175,A
20.82,A
21.429000000000002,A
20.24,A
20.255000000000003,A
20.686,A
19.935000000000002,A
19.916999999999998,A
19.06,A
20.759999999999998,A
19.364,A
17.714,A
20.817,A
20.586,A
20.580000000000002,A
20.682,A
20.042,A
20.523,A
19.959,A
18.803,A
20.130000000000003,A
19.549,A
22.1,A
20.748,A
19.443,A
17.558999999999997,A
20.328,A
19.318,A
19.358,A
20.811,A
19.397,A
20.907,A
20.320999999999998,A
20.039,A
20.853,A
20.81,A
20.189,A
19.105999999999998,A
19.567,A
18.49,A
17.813000000000002,A
20.23,A
19.19,A
19.622,A
19.424,A
20.143,A
19.019,A
21.122,A
20.58,A
19.464000000000002,A
20.413000000000004,A
19.946999999999996,A
18.652,A
21.376,A
21.519999999999996,A
19.519000000000002,A
20.871000000000002,A
20.273,A
18.273999999999997,A
21.503,A
21.919999999999998,A
21.445,A
20.654000000000003,A
19.911,A
21.262999999999998,A
20.262,A
19.591,A
19.313000000000002,A
18.805,A
21.159,A
20.268,A
20.503,A
20.207,A
21.843,A
19.906999999999996,A
18.701,A
22.555999999999997,A
19.305999999999997,A
21.941000000000003,A
22.179,A
20.296,A
19.592000000000002,A
20.598999999999997,A
20.39,A
20.413,A
18.756999999999998,A
19.567999999999998,A
20.963,A
19.994,A
20.942,A
20.17,A
18.514,A
21.346,A
21.292,A
21.573999999999998,A
18.966,A
19.529,A
20.927999999999997,A
20.191,A
21.504,A
19.982000000000003,A
20.476,A
19.066000000000003,A
17.186,A
20.717,A
19.021,A
21.543,A
19.709000000000003,A
19.006999999999998,A
20.118000000000002,A
20.912999999999997,A
20.204,A
18.063,A
20.734,A
21.249000000000002,A
20.839000000000002,A
20.466,A
19.43,A
19.243,A
20.274,A
19.785,A
19.819000000000003,A
19.963,A
18.581000000000003,A
18.641,A
22.552999999999997,A
19.063000000000002,A
20.650000000000002,A
20.959,A
21.204,A
19.585,A
19.973,A
20.063,A
18.576,A
18.477,A
20.589,A
23.285999999999998,A
22.075,A
17.82,A
18.287,A
19.653999999999996,A
18.603,A
20.613,A
20.490000000000002,A
19.41,A
19.083,A
20.554,A
18.219,A
19.801000000000002,A
19.852,A
19.393,A
19.212,A
22.029,A
20.459,A
20.326999999999998,A
19.323,A
19.842,A
21.485,A
20.701,A
19.255000000000003,A
20.165000000000003,A
19.375,A
20.357,A
20.293,A
19.612000000000002,A
20.677999999999997,A
17.988,A
20.728,A
19.128999999999998,A
23.134,A
21.37,A
20.863,A
19.503,A
19.528,A
19.463,A
19.325,A
19.186,A
20.869,A
20.645,A
21.339,A
21.240000000000002,A
20.936,A
19.575000000000003,A
21.446,A
19.734,A
19.101999999999997,A
20.294,A
18.453,A
18.312,A
20.272,A
19.796,A
20.278,A
19.533,A
19.195,A
20.79,A
20.564999999999998,A
18.095,A
21.747999999999998,A
18.721,A
19.83,A
18.682000000000002,A
18.762,A
21.302,A
21.055,A
19.233999999999998,A
18.473,A
19.843000000000004,A
20.376,A
21.361,A
19.465,A
19.055,A
21.641000000000002,A
19.965000000000003,A
18.879,A
19.128,A
18.153,A
19.102,A
19.003,A
18.894000000000002,A
20.235,A
20.413,A
20.539,A
19.456,A
20.631999999999998,A
20.355,A
19.756,A
19.06,A
22.085,A
21.166,A
18.447,A
19.537999999999997,A
18.817999999999998,A
22.061999999999998,A
20.123,A
20.156,A
18.736,A
18.820999999999998,A
18.926000000000002,A
19.56,A
18.22,A
19.316,A
21.908,A
19.707,A
20.91,A
20.452,A
20.985,A
19.412,A
20.516000000000002,A
20.38,A
18.182,A
18.279,A
20.736,A
20.762,A
20.596,A
21.526,A
20.689,A
20.596999999999998,A
18.232,A
19.151000000000003,A
20.631999999999998,A
19.044,A
18.104,A
19.804,A
19.968999999999998,A
20.298000000000002,A
19.868,A
19.066000000000003,A
19.565,A
20.545,A
20.054,A
23.07,A
20.087,A
19.849,A
21.181,A
18.919999999999998,A
20.262,A
19.680999999999997,A
19.527,A
19.563000000000002,A
18.372999999999998,A
19.854,A
20.397,A
19.664,A
20.634999999999998,A
19.855,A
19.116,A
18.872,A
20.13,A
19.712,A
19.63,A
20.177,A
19.268,A
18.759999999999998,A
18.022000000000002,A
21.331,A
19.194,A
20.368000000000002,A
20.865000000000002,A
19.984,A
18.157999999999998,A
19.613,A
18.805,A
20.798000000000002,A
21.372,A
19.972,A
19.529,A
18.574,A
21.472,A
20.86,A
20.226999999999997,A
20.152,A
18.930999999999997,A
21.148999999999997,A
18.317,A
19.0,A
21.067,A
17.122000000000003,A
18.143,A
19.282,A
19.183,A
20.876,A
19.447000000000003,A
20.613,A
20.955999999999996,A
19.561,A
21.877000000000002,A
19.563,A
19.692,A
21.075,A
18.167,A
18.014000000000003,A
18.856,A
21.964000000000002,A
18.466,A
16.914,A
19.461999999999996,A
19.527,A
19.104999999999997,A
20.746000000000002,A
21.315,A
17.666,A
20.517,A
18.273,A
18.584000000000003,A
20.743000000000002,A
20.064,A
20.943,A
18.563000000000002,A
19.375999999999998,A
19.237000000000002,A
20.317,A
20.625999999999998,A
19.176000000000002,A
20.901999999999997,A
18.75,A
19.575000000000003,A
20.781,A
19.946,A
20.567,A
19.485000000000003,A
20.607,A
20.114,A
19.11,A
20.231,A
19.552999999999997,A
19.319000000000003,A
20.042,A
21.486,A
20.577,A
20.096,A
17.311,A
19.77,A
21.823999999999998,A
20.099999999999998,A
19.31,A
19.669999999999998,A
20.278,A
18.931,A
19.114,A
18.038,A
19.318,A
19.831,A
19.25,A
19.683,A
20.676,A
20.926000000000002,A
20.316,A
20.666,A
20.637,A
19.419,A
20.793,A
19.927,A
20.508000000000003,A
21.356,A
19.918,A
17.981,A
20.060000000000002,A
20.008,A
20.269,A
21.296000000000003,A
20.901999999999997,A
20.205000000000002,A
20.458,A
19.491,A
21.354,A
19.97,A
20.186,A
19.881,A
20.975,A
20.904,A
20.594,A
21.725,A
19.956000000000003,A
22.44,A
20.241999999999997,A
21.045,A
20.245,A
20.309,A
19.202,A
19.913999999999998,A
19.630000000000003,A
19.642000000000003,A
20.146,A
17.31,A
19.73,A
20.391,A
17.813000000000002,A
19.215,A
19.573,A
20.634,A
19.46,A
20.064,A
20.372,A
20.078,A
19.676000000000002,A
20.186,A
18.976,A
20.457,A
19.996,A
19.726999999999997,A
19.431,A
18.846,A
21.225,A
20.070999999999998,A
18.726000000000003,A
20.794,A
19.664,A
19.836000000000002,A
17.996000000000002,A
21.394000000000002,A
19.991,A
19.627000000000002,A
20.149,A
18.682,A
22.689,A
21.588,A
19.11,A
20.846,A
21.279999999999998,A
20.105999999999998,A
19.442,A
17.339,A
20.75,A
20.537,A
19.534,A
19.466,A
21.182000000000002,A
20.328,A
19.38,A
18.266000000000002,A
21.018,A
21.497,A
20.077,A
21.04,A
20.319000000000003,A
21.238,A
20.797,A
18.739,A
19.932,A
21.753999999999998,A
19.718000000000004,A
19.505,A
20.025000000000002,A
19.207,A
19.576999999999998,A
19.799,A
18.854,A
19.849,A
18.905,A
19.787,A
20.027,A
19.495,A
20.361,A
20.271,A
19.944,A
19.593,A
19.845,A
20.990000000000002,A
19.432000000000002,A
19.399,A
20.082,A
20.023,A
21.006,A
18.72,A
19.192999999999998,A
17.584,A
20.528,A
20.35,A
19.219,A
19.458,A
19.896,A
20.101999999999997,A
20.055,A
19.113000000000003,A
19.883,A
21.336,A
19.291,A
21.276999999999997,A
19.439,A
19.984,A
20.482,A
20.980999999999998,A
17.441,A
19.535,A
19.192999999999998,A
18.154,A
20.604,A
20.436999999999998,A
19.045,A
20.224,A
20.672,A
20.819000000000003,A
20.057000000000002,A
19.319000000000003,A
19.23,A
20.197000000000003,A
19.255,A
20.506999999999998,A
20.499,A
20.907,A
20.182000000000002,A
20.136,A
19.833,A
19.775,A
20.977,A
19.848000000000003,A
20.08,A
20.348,A
19.958,A
18.512,A
21.713,A
19.518,A
20.088,A
19.826999999999998,A
20.008000000000003,A
20.652,A
18.860999999999997,A
22.159999999999997,A
19.023,A
19.613,A
18.698999999999998,A
21.006999999999998,A
19.324,A
21.826,A
20.811999999999998,A
20.715999999999998,A
20.723,A
18.967000000000002,A
20.649,A
20.304,A
21.011,A
19.953,A
21.194,A
19.587,A
21.842,A
17.531,A
21.643,A
18.221,A
19.464,A
18.793,A
20.701,A
19.806,A
19.863,A
19.515,A
19.064,A
19.674,A
20.295,A
19.887,A
19.883,A
19.108999999999998,A
19.418,A
22.851999999999997,A
18.811,A
19.509,A
18.735,A
21.033,A
21.835,A
19.948999999999998,A
19.020000000000003,A
19.882,A
19.48,A
17.052,A
19.846,A
21.25,A
19.852,A
17.655,A
19.491,A
21.299,A
20.502,A
19.494,A
20.07,A
18.545,A
20.854000000000003,A
20.122,A
19.181,A
20.031,A
21.194000000000003,A
20.612000000000002,A
20.003999999999998,A
20.394,A
19.061,A
17.738,A
22.178,A
21.344,A
20.796,A
19.32,A
19.951,A
17.832,A
19.253,A
19.09,A
18.531,A
20.7,A
18.232,A
21.012999999999998,A
19.251,A
18.289,A
19.058999999999997,A
20.526,A
20.058999999999997,A
20.659999999999997,A
19.401,A
19.954,A
19.861,A
20.274,A
21.602,A
20.423000000000002,A
18.466,A
20.542,A
19.911,A
20.915,A
20.617,A
19.317999999999998,A
20.703,A
19.461,A
21.047,A
20.482,A
20.328,A
19.492,A
20.450000000000003,A
19.656,A
20.157000000000004,A
20.555,A
20.522000000000002,A
23.296,A
19.881,A
21.043,A
18.943,A
18.958,A
20.6,A
20.488,A
19.284,A
20.875,A
21.094,A
17.847,A
20.176000000000002,A
20.412,A
20.124000000000002,A
21.212,A
20.240000000000002,A
20.259999999999998,A
20.112000000000002,A
19.101,A
19.753999999999998,A
20.558999999999997,A
21.6,A
19.816,A
20.108000000000004,A
20.014,A
20.947,A
20.970999999999997,A
21.147000000000002,A
20.757,A
19.429,A
20.156,A
21.269000000000002,A
19.57,A
20.761,A
20.107,A
20.073999999999998,A
22.293,A
22.552999999999997,A
19.833000000000002,A
19.058999999999997,A
19.039,A
20.934,A
18.441,A
20.936999999999998,A
18.588,A
20.314,A
20.854000000000003,A
19.412,A
20.092,A
19.636000000000003,A
21.496,A
19.451999999999998,A
19.887999999999998,A
20.165,A
21.074,A
19.586,A
19.467,A
19.706,A
21.921,A
18.94,A
21.36,A
18.979999999999997,A
19.316000000000003,A
21.496000000000002,A
19.625999999999998,A
18.337,A
18.695999999999998,A
18.912,A
20.52,A
19.522,A
19.644000000000002,A
19.973,A
19.439,A
21.012999999999998,A
20.450000000000003,A
19.267,A
20.573,A
18.134999999999998,A
22.865000000000002,A
19.32,A
21.284,A
21.047,A
21.424999999999997,A
20.483999999999998,A
20.924,A
20.4,A
19.802,A
20.177999999999997,A
19.595000000000002,A
19.31,A
20.108999999999998,A
19.848,A
21.123,A
21.735,A
20.598000000000003,A
21.115,A
18.961,A
19.089,A
18.537000000000003,A
19.874,A
20.177,A
18.922,A
19.740000000000002,A
18.755,A
19.425,A
18.759,A
20.096,A
19.881,A
18.674,A
21.258000000000003,A
21.666,A
21.383,A
19.705,A
19.868,A
20.827,A
19.656,A
18.992,A
21.26,A
20.303,A
21.18,A
19.442,A
21.182000000000002,A
20.605999999999998,A
18.054000000000002,A
20.305,A
21.961000000000002,A
21.97,A
20.261,A
19.565,A
20.53,A
20.399,A
20.572,A
20.012,A
19.782999999999998,A
21.090000000000003,A
18.016,A
19.829,A
20.789,A
20.541,A
19.099999999999998,A
20.438,A
19.94,A
18.099,A
19.934,A
20.8,A
19.990000000000002,A
20.124,A
19.021,A
19.854,A
20.203000000000003,A
19.051000000000002,A
20.317,A
21.986,A
20.463,A
19.738,A
20.948,A
19.972,A
19.160000000000004,A
20.99,A
19.266,A
19.784,A
20.938,A
21.378,A
20.343000000000004,A
21.476,A
20.207,A
19.926000000000002,A
20.944,A
20.759,A
18.963,A
19.841,A
19.628,A
21.149,A
19.514000000000003,A
20.485,A
21.297,A
19.519,A
20.239,A
19.554,A
20.529999999999998,A
18.3,A
19.445,A
20.386,A
19.21,A
20.067999999999998,A
20.956000000000003,A
20.576999999999998,A
22.235,A
20.195,A
20.98,A
20.711,A
18.881,A
18.343,A
19.433999999999997,A
18.733,A
21.439,A
22.033,A
20.547,A
18.971,A
20.267,A
19.844,A
19.731,A
18.509,A
18.283,A
20.603,A
19.331,A
21.428,A
20.874,A
20.622,A
18.495,A
20.286,A
19.836000000000002,A
18.503,A
21.14,A
19.369,A
20.347,A
18.681,A
20.581,A
21.549,A
17.921,A
18.665,A
20.723,A
20.338,A
20.589,A
19.297,A
19.630000000000003,A
19.927,A
19.072000000000003,A
21.309,A
21.215,A
19.845,A
20.598,A
19.578,A
19.860999999999997,A
19.223,A
20.211,A
18.223,A
19.389,A
19.284,A
18.201999999999998,A
21.353,A
18.581,A
20.317,A
20.573,A
19.157,A
20.654,A
21.43,A
21.019,A
19.091,A
19.032,A
18.988,A
21.075,A
19.884,A
20.742,A
18.215,A
19.739,A
19.471,A
18.399,A
19.625,A
19.185,A
19.307,A
18.748,A
21.59,A
19.308,A
20.399,A
19.698,A
20.099000000000004,A
18.910000000000004,A
18.936999999999998,A
18.876,A
20.131,A
19.650000000000002,A
19.894000000000002,A
19.497,A
20.148,A
19.008,A
19.95,A
20.895,A
18.676,A
20.06,A
19.909,A
19.852,A
19.36,A
21.281000000000002,A
19.076999999999998,A
18.242,A
19.909,A
22.183999999999997,A
21.634,A
23.605,A
17.695999999999998,A
20.412,A
21.008,A
19.031,A
20.412,A
20.82,A
19.674,A
19.296999999999997,A
20.534,A
19.741,A
21.321,A
20.472,A
21.157,A
21.624000000000002,A
20.197000000000003,A
18.767999999999997,A
19.773,A
18.752,A
19.127000000000002,A
20.516000000000002,A
19.596,A
19.707,A
22.672,A
20.730999999999998,A
18.579,A
19.93,A
19.69,A
21.829,A
19.587,A
20.650000000000002,A
18.592,A
19.448,A
19.347,A
20.237,A
18.646,A
19.823,A
18.276,A
19.897000000000002,A
20.191,A
20.864,A
20.46,A
21.228,A
20.048,A
19.586000000000002,A
18.680999999999997,A
21.758000000000003,A
21.269999999999996,A
20.238999999999997,A
22.174999999999997,A
20.057,A
22.941000000000003,A
21.397,A
19.74,A
16.982,A
21.183999999999997,A
20.533,A
20.227,A
20.426000000000002,A
20.746000000000002,A
19.808999999999997,A
20.243,A
20.863,A
20.029,A
20.503,A
19.646,A
19.055,A
20.408,A
20.146,A
21.291,A
21.097,A
21.491,A
20.044,A
19.325,A
20.393,A
19.778,A
20.628,A
21.054,A
21.318,A
20.049,A
20.794,A
20.906999999999996,A
21.176000000000002,A
19.957,A
18.282,A
19.889,A
19.106,A
21.006999999999998,A
19.875,A
18.631999999999998,A
20.235999999999997,A
21.631999999999998,A
19.374,A
18.183,A
20.038,A
20.754,A
21.265,A
20.75,A
19.975,A
19.043,A
20.494,A
20.752,A
18.058,A
19.391,A
20.384,A
19.421,A
21.711999999999996,A
20.011,A
18.684,A
20.184,A
19.426000000000002,A
19.848,A
19.845,A
20.159,A
19.344,A
18.596,A
20.743,A
19.819000000000003,A
18.789,A
19.312,A
20.003,A
21.326,A
21.459,A
19.809,A
20.687,A
18.917,A
20.098,A
20.650999999999996,A
20.85,A
21.45,A
18.978,A
20.099,A
21.235999999999997,A
19.332,A
17.793999999999997,A
21.035,A
19.862000000000002,A
18.813,A
19.791,A
20.357,A
21.622999999999998,A
19.384,A
19.387,A
20.098999999999997,A
20.558,A
19.147,A
20.332,A
19.586,A
19.625,A
20.329,A
19.188000000000002,A
19.132,A
21.578,A
20.053,A
20.793999999999997,A
20.275000000000002,A
19.167,A
20.535,A
20.308999999999997,A
19.522,A
18.733,A
19.206,A
19.116,A
20.173000000000002,A
20.289,A
20.554000000000002,A
20.29,A
18.598,A
20.859,A
20.448,A
20.511,A
19.652,A
19.892000000000003,A
19.787,A
18.438000000000002,A
20.816000000000003,A
18.892000000000003,A
21.038,A
19.526,A
18.936,A
19.153,A
20.015,A
21.084,A
20.539,A
19.087,A
17.853,A
20.592999999999996,A
20.692,A
20.04,A
18.656,A
20.802,A
20.958,A
19.854999999999997,A
18.644,A
19.07,A
19.241999999999997,A
20.001,A
19.716,A
19.361000000000004,A
18.715000000000003,A
20.215,A
18.376,A
19.991999999999997,A
20.418,A
21.047000000000004,A
19.323,A
20.714,A
20.043,A
20.379,A
19.73,A
21.991,A
17.406,A
20.112000000000002,A
19.907999999999998,A
21.614,A
19.017,A
19.273,A
19.976,A
18.826999999999998,A
19.647,A
19.593,A
20.323999999999998,A
20.106,A
20.676,A
20.261,A
19.893,A
22.179,A
18.361,A
18.927,A
19.470000000000002,A
20.258000000000003,A
20.65,A
20.458000000000002,A
21.255000000000003,A
19.363,A
18.058999999999997,A
20.422,A
18.703,A
20.912,A
22.272000000000002,A
20.163,A
20.137,A
19.646,A
19.041999999999998,A
20.756,A
19.478,A
18.858,A
20.417,A
21.325,A
19.769,A
18.735999999999997,A
21.425,A
18.136000000000003,A
21.634,A
20.494,A
20.627000000000002,A
20.277,A
19.071,A
21.114,A
19.521,A
19.215,A
18.581,A
20.317,A
19.442999999999998,A
21.88,A
21.979999999999997,A
20.297,A
19.551000000000002,A
20.311999999999998,A
20.222,A
22.243000000000002,A
20.23,A
19.399,A
23.022000000000002,A
18.396,A
21.435999999999996,A
22.049,A
21.867,A
19.144999999999996,A
20.586,A
18.692,A
20.008,A
20.386,A
20.392,A
20.994,A
17.714,A
18.647,A
19.962,A
19.082,A
19.311,A
20.738,A
19.683999999999997,A
21.203,A
18.863,A
19.907999999999998,A
19.060000000000002,A
20.692,A
18.348,A
19.859,A
20.34,A
19.996000000000002,A
20.250999999999998,A
20.537,A
19.207,A
19.496,A
21.409,A
20.803,A
18.63,A
21.826999999999998,A
19.852999999999998,A
20.111,A
18.608999999999998,A
18.782000000000004,A
19.791,A
19.67,A
21.122,A
19.395,A
18.25,A
19.43,A
18.747,A
19.816,A
18.247,A
19.334999999999997,A
20.389,A
20.171,A
21.232,A
19.103,A
19.198,A
20.204,A
18.540999999999997,A
22.601,A
19.759,A
20.028,A
18.061999999999998,A
19.388,A
19.703000000000003,A
21.342,A
22.096999999999998,A
19.152,A
20.955000000000002,A
19.127,A
19.588,A
20.503999999999998,A
17.689999999999998,A
18.793,A
19.653,A
18.747,A
20.426,A
19.801,A
20.114,A
19.579,A
18.716,A
19.264,A
20.058,A
19.630000000000003,A
17.672,A
19.821,A
19.158,A
18.122999999999998,A
20.48,A
19.583000000000002,A
19.704,A
21.691,A
20.285999999999998,A
21.491999999999997,A
19.708,A
20.517,A
21.697000000000003,A
19.991,A
22.043999999999997,A
21.015,A
20.567,A
16.892000000000003,A
20.801000000000002,A
19.634,A
21.042,A
19.309,A
19.116,A
20.466,A
20.0,A
19.404,A
18.754,A
18.737000000000002,A
20.197000000000003,A
18.843,A
18.154,A
20.971,A
21.4,A
22.241999999999997,A
19.087,A
19.126,A
19.810000000000002,A
21.281,A
21.404,A
18.779,A
20.137,A
20.643,A
20.527,A
20.162,A
19.892,A
20.862,A
20.703000000000003,A
19.354,A
20.461,A
21.123,A
19.968,A
19.556,A
19.823999999999998,A
19.318,A
19.085,A
20.192999999999998,A
21.75,A
21.369999999999997,A
20.165999999999997,A
20.456,A
19.372,A
21.993,A
20.019,A
20.358999999999998,A
20.379,A
22.395,A
18.508,A
21.363,A
22.275,A
18.523000000000003,A
19.55,A
18.769,A
20.113,A
18.463,A
18.570999999999998,A
18.613,A
17.993,A
19.652,A
18.884,A
21.372,A
17.968,A
21.155,A
20.749,A
20.058,A
18.454,A
19.058,A
20.594,A
21.017000000000003,A
20.486,A
19.375999999999998,A
19.83,A
21.195,A
19.864,A
19.770000000000003,A
21.58,A
19.744,A
19.897,A
19.217,A
16.991,A
20.679000000000002,A
20.602000000000004,A
19.731,A
20.587,A
18.256,A
